Date,SP500_RET,NASDAQ_RET,DOW_RET,GOLD_RET,OIL_RET,USDINR_RET,VIX_RET,NIFTY_RET
2023-01-04,0.007538970575044379,0.006910506579939524,0.004025740692080726,0.00712077947705847,-0.05316526648980113,0.0009636139341564487,-0.03886460281546322,-0.010399069487028845
2023-01-05,-0.011645528874622113,-0.014678559857027706,-0.010210212184696088,-0.00971502565070892,0.01139486371202536,-0.0014398822879641004,0.02044519995053551,-0.0028154392892826285
2023-01-06,0.02284078102943865,0.02562286746180975,0.02127329450421711,0.016023491149636415,0.0013573839637102125,-0.00025758488741800534,-0.05921638370081361,-0.007375503705446151
2023-01-09,-0.0007676325452631305,0.00627860067395658,-0.003358872753104869,0.004559596729233117,0.011657864301019893,-0.004498788457519165,0.03975391320164223,0.013536251708490266
2023-01-10,0.006978233159061986,0.010058575475722531,0.005562834318394216,-0.0005873741734490068,0.0065657980865276855,-0.001134022253320488,-0.06326806705012156,-0.010333504750958511
2023-01-11,0.012849424614881588,0.01759718440686031,0.007978558803928948,0.0016029066248843815,0.030484569113404802,-0.0066038094937478364,0.024781352321307182,-0.0010299775022909463
2023-01-12,0.0034159058663651987,0.006351242581983385,0.0063861583143145495,0.011149058298440373,0.01265980727525462,-6.859571396411468e-05,-0.10715980144763149,-0.00209547554088918
2023-01-13,0.003996858363534361,0.007095704033847516,0.0032945518559446274,0.012081257934087208,0.018752407604907262,-0.006323482007764225,-0.025491213180093064,0.005510095918388247
2023-01-17,-0.0020304911890052235,0.0014396574368051862,-0.011420641742360127,-0.005838236603238345,0.004007008419465663,0.006620213122969343,0.055040883263509865,0.005385271932248914
2023-01-18,-0.015562598500411085,-0.012446977232457357,-0.018103073108280965,-0.001468082439962326,-0.008730318602867326,-0.0015566645518703126,0.0506198094700645,0.006206556323560042
2023-01-19,-0.007638350296294338,-0.009559198779177658,-0.007580341768240406,0.0092942401517353,0.010694494693261003,-0.0010978212959176226,0.008849572459461275,-0.003165367099256078
2023-01-20,0.018918401045981525,0.02655298556861485,0.010014649963052902,0.002237161897270301,0.012199622870669558,-0.0024092234020696157,-0.03265107511439913,-0.004428975305189153
2023-01-23,0.01188134498366522,0.020105191184978777,0.007612482261202924,0.0003633467415926628,0.0038126330992063195,-0.003247196279806408,-0.0020151594336836887,0.005042276095628795
2023-01-24,-0.0007115031258156934,-0.0026521944021373756,0.0031044815369478673,0.0035286435131927085,-0.018255396263466284,0.006322874070327611,-0.030792464384042373,-1.3798013043020418e-05
2023-01-25,-0.0001817250594663422,-0.00184477523053872,0.00029284750368629986,0.003774717754618351,0.0002496477367603944,0.001397742396516355,-0.006250043461718424,-0.01249297962501228
2023-01-26,0.011007853469181317,0.017594224748618492,0.006092084168603407,-0.006233245358693185,0.010729888883082461,-0.001215625982869395,-0.018343835580149404,0.0
2023-01-27,0.002494840970949097,0.009494085356936521,0.0008444320127525273,-0.00025918822576742606,-0.016417748376528762,-0.0007067487106749981,-0.011745825879941552,-0.016074246906178757
2023-01-30,-0.012968740984683369,-0.019609884551499812,-0.007681078379120354,-0.0029554864896974564,-0.022339342024089492,0.0007723528951102399,0.07725555307905929,0.0025334426073457816
2023-01-31,0.014642470285510134,0.016740690038561823,0.010942498906630682,0.0034323030329923565,0.012451876786945704,0.0008821147765738502,-0.02708128891997874,0.0007479862801675896
2023-02-01,0.010452303944590291,0.02000686360023396,0.00020307067615887853,-0.0008810319626199048,-0.031190554061179654,0.0023106113707291875,-0.07886591800937293,-0.0025959245256645946
2023-02-02,0.014699373244309921,0.032539740784891746,-0.0011445040318301958,-0.005965348951511129,-0.0069363484267731534,-0.0007106103000424913,0.04812527490848306,-0.0003349392530399564
2023-02-03,-0.010354610691310495,-0.015889924793735077,-0.003756677853345991,-0.027866212520694877,-0.03281494404188812,0.004107215620043236,-0.021356093342568938,0.013835596307890219
2023-02-06,-0.006140463017754394,-0.009952568975146847,-0.0010314264992327127,0.0017713922994071485,0.009810617613994488,0.0021951065285961135,0.06001093213574449,-0.005010133160870178
2023-02-07,0.01287251059802652,0.019040234872172324,0.007839005101485164,0.0029471654398802727,0.04088515388399072,0.006433480188310359,-0.039629461949033495,-0.0024261514654264627
2023-02-08,-0.011080724476164705,-0.01678009171011119,-0.006080205047670373,0.003045399044124819,0.017241403183536397,-0.00015829461476557505,0.05198281464557564,0.008475536424681795
2023-02-09,-0.00882979617773516,-0.010154003174058679,-0.007338440793621226,-0.00596573617584939,-0.005224973311217407,-0.0009958372160226991,0.055017828317822426,0.0012170079483646568
2023-02-10,0.0021952617756952897,-0.006061281272442431,0.005026446103003179,-0.001821831761176007,0.021265740635763253,-0.0015279187133214744,-0.008691376426090858,-0.0020649578680046465
2023-02-13,0.011448609342766147,0.014820629942192687,0.011121000289140204,-0.005851419437593264,0.005268416489138783,-0.00024478192962107403,-0.009254774851576553,-0.00479375070002519
2023-02-14,-0.0002804145319874607,0.005748533344260842,-0.004574562807304394,0.0011339573185662477,-0.013476439222361525,0.0010228250312709353,-0.07030483256873721,0.0089443537049958
2023-02-15,0.002773175690496066,0.009233951875017299,0.0011376380466130431,-0.010679637987122459,-0.005944867634922413,0.003271321458320653,-0.03595982605303094,0.004796470794436125
2023-02-16,-0.013788741489130674,-0.01779198600938292,-0.01263474499360806,0.0042525618993400904,-0.001272407160971989,-0.0015675375187977902,0.10641802428809233,0.0011101336008929596
2023-02-17,-0.002767405825327751,-0.005782855053017344,0.003853174339127019,-0.0008686078099552352,-0.02739204464765732,-0.0005125133292194217,-0.007436768367024893,-0.005081567689351307
2023-02-21,-0.020041234255327334,-0.025024432145246744,-0.020608032696073808,-0.004020878241630332,-0.002357776845895776,2.666288281294449e-05,0.14235765815702117,-0.006548077100995586
2023-02-22,-0.0015735561458868341,0.0012852525659377,-0.0025505899831096412,-0.0005455537370431252,-0.029017943902314935,0.0019794586877948106,-0.025360730320178493,-0.015280363131582653
2023-02-23,0.005329429416074394,0.007241641517952591,0.0032930856903263805,-0.007641921397379958,0.01947265045073787,-0.00031259256353799447,-0.051592708777226104,-0.002452434977984641
2023-02-24,-0.010537551485558128,-0.016863952439089114,-0.010164360090915925,-0.005060479192450451,0.01233585770931156,-0.002624480215683511,0.025070988739244404,-0.002595429723749043
